CO_ENTIDADE;NO_ENTIDADE;NO_MUNICIPIO;SG_UF;ANO;QT_MAT_BAS_BRANCA;QT_MAT_BAS_PRETA;QT_MAT_BAS_PARDA;QT_MAT_BAS_AMARELA;QT_MAT_BAS_INDIGENA;QT_MAT_BAS_TOTAL;QT_MAT_BAS_FEM;QT_MAT_BAS_MASC;QT_MAT_BAS_ND
29341710;ESCOLA MUNICIPAL MANOEL NUNES AMORIM;Juazeiro;BA;2018;38;19;105;1;1;164;84;93;13
29341744;ESCOLA MUNICIPAL ELEOTERIO SOARES FONSECA;Juazeiro;BA;2018;1;3;19;0;0;23;38;64;79
29341779;ESCOLA MUNICIPAL RURAL DE MASSAROCA;Juazeiro;BA;2018;28;5;61;0;0;94;42;52;0
29341809;ESCOLA MUNICIPAL PROFESSORA IRACY NUNES DA SILVA;Juazeiro;BA;2018;86;27;236;3;3;355;236;278;159
29362237;ESCOLINHA PATOTA;Juazeiro;BA;2018;2;3;10;0;0;15;22;16;23
29362334;ESC ROSA DOS VENTOS;Juazeiro;BA;2018;0;2;11;0;0;13;8;5;0
29362415;ESCOLA MUNICIPAL CAIC MISAEL AGUILAR - LF;Juazeiro;BA;2018;84;51;553;1;0;689;424;414;149
29362504;ESCOLA MUNICIPAL PROFESSORA MARIA JOSE LIMA DA ROCHA;Juazeiro;BA;2018;28;12;302;1;0;343;251;264;172
29378885;ESCOLA RECANTO DO PEQUENO PRINCIPE;Juazeiro;BA;2018;236;1;195;1;0;433;300;264;131
29378893;ESCOLA MUNICIPAL DOM JOSE RODRIGUES;Juazeiro;BA;2018;28;21;133;0;1;183;132;149;98
29378907;ESCOLA FUNDAMENTAL CRISTAL DO SOL;Juazeiro;BA;2018;0;0;0;0;0;0;0;0;0
29390648;COLEGIO ADVENTISTA DE JUAZEIRO;Juazeiro;BA;2018;191;13;416;2;0;622;307;318;3
29390656;ESCOLA PRISMA;Juazeiro;BA;2018;30;4;146;0;1;181;223;220;262
29390737;EE - COLEGIO MODELO LUIS EDUARDO MAGALHAES;Juazeiro;BA;2018;80;32;791;3;3;909;898;733;722
29401220;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ANA MARIA MORGADO CHAVES;Juazeiro;BA;2018;10;1;162;0;0;173;123;120;70
29401600;ESCOLA MUNICIPAL PRESIDENTE TANCREDO NEVES;Juazeiro;BA;2018;75;41;508;0;1;625;411;465;251
29401610;ESCOLA MUNICIPAL EDUCANDARIO JOAO XXIII;Juazeiro;BA;2018;38;7;262;0;0;307;142;166;1
29402060;ESC NOVA GERACAO;Juazeiro;BA;2018;16;4;65;0;0;85;55;42;12
29402100;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL GENTIL DAMASIO NASCIMENTO;Juazeiro;BA;2018;28;7;87;0;0;122;74;77;29
29402110;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA HELOISA HELENA BENEVIDES FARIAS;Juazeiro;BA;2018;25;31;109;0;0;165;87;78;0
29402120;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ANNA HILDA LEITE FARIA;Juazeiro;BA;2018;15;0;69;0;0;84;29;56;1
29402140;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL AMELIA DUARTE;Juazeiro;BA;2018;11;2;46;0;0;59;138;165;244
29402150;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL NAILDE COSTA;Juazeiro;BA;2018;73;16;182;0;1;272;135;137;0
29402160;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA VIANA TANURI - AL;Juazeiro;BA;2018;34;11;142;1;0;188;103;108;23
29402170;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL BOM JESUS DOS NAVEGANTES;Juazeiro;BA;2018;23;43;40;0;0;106;51;60;5
29402190;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL DILMA CALMON OLIVEIRA;Juazeiro;BA;2018;19;19;103;5;0;146;67;79;0
29402200;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL NATALIA RODRIGUES;Juazeiro;BA;2018;0;0;0;0;0;0;0;0;0
29402210;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL JANDIRA BORGES DA CUNHA;Juazeiro;BA;2018;10;15;25;0;0;50;50;84;84
29403332;COLEGIO INTEGRADO DE JUAZEIRO;Juazeiro;BA;2018;57;7;127;1;0;192;166;147;121
29405106;ESCOLA MUNICIPAL PROFESSOR JOSE PEREIRA DA SILVA;Juazeiro;BA;2018;89;66;397;0;0;552;256;299;3
29405742;ESCOLA MODELO INFANTIL;Juazeiro;BA;2018;10;6;72;0;0;88;66;52;30
29408628;EE - COLEGIO ESTADUAL ARTUR OLIVEIRA DA SILVA;Juazeiro;BA;2018;16;33;583;0;0;632;377;319;64
29415160;ESCOLA MUNICIPAL PROFESSOR CARLOS DA COSTA SILVA;Juazeiro;BA;2018;18;4;85;0;0;107;69;67;29
29415870;CRECHE ANDRE LUIZ;Juazeiro;BA;2018;0;0;0;0;0;0;0;0;0
29424437;ESCOLINHA PARAISO INFANTIL;Juazeiro;BA;2018;4;4;58;0;1;67;39;37;9
29424445;ESCOLA MUNICIPAL RAIMUNDO MEDRADO PRIMO;Juazeiro;BA;2018;8;5;62;0;0;75;48;63;36
29426014;ESCOLINHA CAMINHANDO COM O SABER;Juazeiro;BA;2018;162;28;627;3;2;822;528;544;250
29429374;ESCOLA INFANTO JUVENIL RENASCER;Juazeiro;BA;2018;60;10;113;1;1;185;120;102;37
29429536;ESCOLA MUNICIPAL ARGEMIRO JOSE DA CRUZ;Juazeiro;BA;2018;90;50;663;5;1;809;482;526;199
29429790;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ARCENIO JOSE DA SILVA;Juazeiro;BA;2018;0;0;7;0;0;7;7;12;12
29441064;COLEGIO CASTRO ALVES;Juazeiro;BA;2018;20;3;33;1;0;57;37;49;29
29441102;CRECHE COMUNITARIA ANTONIO GUILHERMINO;Juazeiro;BA;2018;0;0;0;0;0;0;0;0;0
29441137;COLEGIO DINAMO;Juazeiro;BA;2018;73;8;209;0;1;291;233;227;169
29441170;EDUCANDARIO FLORES DO AMANHECER;Juazeiro;BA;2018;1;2;29;1;0;33;22;19;8
29441188;INSTITUICAO F BENEFICENTE PROFª CRISTINA;Juazeiro;BA;2018;0;0;0;0;0;0;0;0;0
29441226;CRECHE ESCOLA MARIA HOZANA NUNES;Juazeiro;BA;2018;0;0;0;0;0;0;0;0;0
29442702;ESCOLA INFANTIL TURMA DA MONICA;Juazeiro;BA;2018;5;0;98;0;0;103;46;58;1
29445116;ESCOLA TEREZA DAVILA;Juazeiro;BA;2018;0;0;0;0;0;0;0;0;0
29445256;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL NOSSO SENHOR DOS AFLITOS;Juazeiro;BA;2018;10;4;219;0;0;233;101;132;0
29447887;DELTA CENTRO EDUCACIONAL;Juazeiro;BA;2018;67;18;553;2;2;642;424;442;224
29448727;ESCOLA DE FORMACAO TECNICA DE SAUDE DOUTORA VAQUIRIA SATURNINO;Juazeiro;BA;2018;55;22;197;2;0;276;389;58;171
29450004;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSORA IRACEMA PEREIRA DA PAIXAO;Juazeiro;BA;2018;15;13;116;0;0;144;77;68;1
29450209;ESCOLINHA NOSSO SENHOR DOS AFLITOS;Juazeiro;BA;2018;0;0;0;0;0;0;0;0;0
29456509;EE - CENTRO REGIONAL DE ENSINO MEDIO COM INTERMEDIACAO TECNOLOGICA - CEMIT SERTAO DO SAO FRANCISCO;Juazeiro;BA;2018;20;13;1218;5;1;1257;847;808;398
29457408;CENTRO EDUCACIONAL LAGO AZUL;Juazeiro;BA;2018;3;1;15;0;0;19;31;31;43
29460573;SENAI;Juazeiro;BA;2018;15;15;114;2;2;148;21;135;8
29461170;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA JULIA RODRIGUES TANURI;Juazeiro;BA;2018;37;7;47;0;0;91;75;104;88
29461189;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL EDIVANIA SANTOS CARDOSO;Juazeiro;BA;2018;13;3;74;0;0;90;73;76;59
29461197;ESCOLA MUNICIPAL DE EDUCACAO NELIA DE SOUZA COSTA;Juazeiro;BA;2018;29;9;98;3;1;140;114;113;87
29461219;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL LUZINETE DE OLIVEIRA;Juazeiro;BA;2018;12;5;38;0;0;55;104;124;173
29461227;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MANOEL ALVES MOTA;Juazeiro;BA;2018;12;0;35;1;0;48;92;117;161
29461235;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA HOZANA NUNES - IPC;Juazeiro;BA;2018;18;19;250;0;0;287;186;185;84
29461243;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA HELENA DA SILVA PEREIRA;Juazeiro;BA;2018;5;1;74;0;0;80;76;90;86
29461251;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PRIMAVERA;Juazeiro;BA;2018;8;2;122;0;0;132;66;70;4
29461340;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ANTONIO GUILHERMINO;Juazeiro;BA;2018;27;14;131;0;0;172;112;123;63
29461359;ESCOLA MUNICIPAL PAULO FREIRE;Juazeiro;BA;2018;11;24;46;3;1;85;59;69;43
29461367;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL LENI LOPES DE ARAUJO SANTOS;Juazeiro;BA;2018;8;8;26;0;0;42;111;127;196
29461375;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ADJALVA FERREIRA LIMA;Juazeiro;BA;2018;8;4;63;0;0;75;149;147;221
29463548;COLEGIO TABLEAU;Juazeiro;BA;2018;0;0;0;0;0;0;0;0;0
29464064;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ARLINDA ALVES VARJAO;Juazeiro;BA;2018;31;21;233;1;0;286;141;148;3
29464676;INSTITUTO EDUCACIONAL MOTRIZ;Juazeiro;BA;2018;21;5;38;0;0;64;33;34;3
29464790;IFBA - CAMPUS JUAZEIRO;Juazeiro;BA;2018;42;28;209;4;1;284;281;194;191
29467004;EE - COLEGIO ESTADUAL MISAEL AGUILAR SILVA;Juazeiro;BA;2018;17;8;166;2;0;193;184;172;163
29467152;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL LUANA DA SILVA NASCIMENTO;Juazeiro;BA;2018;13;1;235;0;1;250;136;129;15
29469104;ESCOLINHA CANTINHO DO SABER;Juazeiro;BA;2018;15;13;55;0;0;83;47;49;13
29469112;ESCOLA MUNICIPAL RURAL DE TEMPO INTEGRAL SAO JOSE;Juazeiro;BA;2018;24;5;60;0;0;89;93;77;81
29469120;ESCOLA MUNICIPAL PROFESSORA MAZZARELLO CAVALCANTI REIS DA ROCHA;Juazeiro;BA;2018;21;10;246;1;0;278;200;252;174
29469252;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PASTOR MANUEL MARQUES DE SOUZA;Juazeiro;BA;2018;22;8;132;0;0;162;81;81;0
29469309;ESPACO EDUCAR;Juazeiro;BA;2018;4;1;8;0;0;13;21;25;33
29469635;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA FERREIRA DE SOUZA;Juazeiro;BA;2018;25;0;56;0;0;81;41;43;3
29470790;CENTRO EDUCACIONAL NOVA CONQUISTA;Juazeiro;BA;2018;48;9;42;0;0;99;55;62;18
29470811;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PREFEITO APRIGIO DUARTE;Juazeiro;BA;2018;4;2;143;0;0;149;103;84;38
29470820;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL BEATRIZ ANGELICA MOTA FERREIRA DA SILVA;Juazeiro;BA;2018;9;2;37;0;0;48;98;105;155
29471974;ESCOLA CAMINHO DO SABER;Juazeiro;BA;2018;14;2;34;0;0;50;22;28;0
29473187;CENTRO EDUCACIONAL NEW HORIZON;Juazeiro;BA;2018;16;14;58;0;0;88;54;46;12
29473560;CENTRO DE EXCELENCIA EM EDUCACAO PROFISSIONAL;Juazeiro;BA;2018;5;9;35;2;0;51;38;38;25
29473640;INSTITUTO EDUCACIONAL BAMBINI;Juazeiro;BA;2018;7;1;4;0;0;12;29;27;44
29473845;COLEGIO INTEGRACAO;Juazeiro;BA;2018;68;6;202;0;0;276;184;168;76
29582628;CENTRO EDUCACIONAL MENTES BRILHANTES;Juazeiro;BA;2018;110;18;362;0;2;492;265;301;74
29678625;COLEGIO GIRASSOL;Juazeiro;BA;2018;8;4;61;0;0;73;47;47;21
29859808;EE - COLEGIO ESTADUAL OLAVO FERREIRA NETO - DIST DE MANICOBA;Juazeiro;BA;2018;16;5;133;1;1;156;236;182;262
29932777;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CAIC MISAEL AGUILAR;Juazeiro;BA;2018;15;7;38;1;0;61;108;122;169
29024463;APAE ESCOLA MARIA ISABEL MESQUITA REIS;Juazeiro;BA;2019;15;2;69;2;1;89;74;115;100
29024498;COLEGIO SHALOM LTDA;Juazeiro;BA;2019;166;10;115;0;0;291;177;182;68
29024528;EE - COLEGIO DEMOCRATICO ESTADUAL PROFESSORA FLORENTINA ALVES DOS SANTOS - TEMPO INTEGRAL;Juazeiro;BA;2019;23;22;475;2;2;524;414;353;243
29024536;EE - COLEGIO ESTADUAL LOMANTO JUNIOR;Juazeiro;BA;2019;98;54;654;3;5;814;950;895;1031
29024544;COLEGIO MOURA;Juazeiro;BA;2019;68;4;74;2;0;148;112;105;69
29024552;COLEGIO DOUTOR EDSON RIBEIRO;Juazeiro;BA;2019;86;14;170;6;0;276;196;184;104
29024579;EE - COLEGIO ESTADUAL RUI BARBOSA;Juazeiro;BA;2019;42;22;662;3;0;729;485;533;289
29024587;ESCOLA MUNICIPAL PAULO VI;Juazeiro;BA;2019;76;25;399;1;1;502;298;298;94
29024595;COLEGIO VALE DO SAO FRANCISCO;Juazeiro;BA;2019;186;6;191;1;1;385;344;357;316
29024641;EE - CENTRO TERRITORIAL DE EDUCACAO PROFISSIONAL DO SERTAO DO SAO FRANCISCO;Juazeiro;BA;2019;56;23;670;1;1;751;555;541;345
29024650;ESCOLA MUNICIPAL CAXANGA;Juazeiro;BA;2019;3;8;80;0;0;91;56;52;17
29024668;ESCOLA MUNICIPAL CENTRO SOCIAL URBANO;Juazeiro;BA;2019;69;17;169;1;0;256;158;203;105
29024676;ESCOLA COMPANHIA DE NAVEGACAO DO SAO FRANCISCO;Juazeiro;BA;2019;0;0;0;0;0;0;0;0;0
29024692;ESCOLA MUNICIPAL PROFESSORA CARMEN COSTA SANTOS;Juazeiro;BA;2019;57;34;415;4;0;510;318;341;149
29024714;ESC MUNICIPAL LUIS CURSINO DA FRANCA CARDOSO;Juazeiro;BA;2019;35;11;166;0;1;213;105;132;24
29024722;EE - COLEGIO ESTADUAL PEDRO RAYMUNDO MOREIRA REGO;Juazeiro;BA;2019;130;20;456;1;0;607;417;420;230
29024765;EE - COLEGIO ESTADUAL ANTONILIO DA FRANCA CARDOSO;Juazeiro;BA;2019;51;34;657;1;1;744;526;523;305
29024803;EE - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL EM GESTAO E NEGOCIOS DO NORTE BAIANO;Juazeiro;BA;2019;72;24;601;2;1;700;539;243;82
29024811;ESC SITIO PICA PAU AMARELO;Juazeiro;BA;2019;6;0;19;0;0;25;45;44;64
29024838;ESCOLA MUNICIPAL PROFESSORA GUIOMAR LUSTOSA RODRIGUES;Juazeiro;BA;2019;48;74;517;0;3;642;291;373;22
29024846;EE - COLEGIO ESTADUAL AGOSTINHO MUNIZ - TABULEIRO;Juazeiro;BA;2019;32;14;451;1;0;498;313;391;206
29024862;EE - COLEGIO ESTADUAL CECILIO MATTOS;Juazeiro;BA;2019;32;24;766;11;1;834;601;582;349
29024889;ESCOLA ARCO IRIS;Juazeiro;BA;2019;31;5;113;2;0;151;98;101;48
29024900;ESCOLA MUNICIPAL PROFESSORA CRENILDES LUIZ BRANDAO;Juazeiro;BA;2019;13;15;90;0;0;118;94;80;56
29024927;EE - COLEGIO ESTADUAL DOM AVELAR BRANDAO VILELA;Juazeiro;BA;2019;7;11;158;2;0;178;329;312;463
29024935;ESCOLA MUNICIPAL 02 DE JULHO;Juazeiro;BA;2019;78;26;532;1;0;637;354;377;94
29024943;ESCOLA MUNICIPAL PROFESSORA MARIA DE LOURDES DUARTE;Juazeiro;BA;2019;53;18;215;1;0;287;178;181;72
29024960;ESCOLA MUNICIPAL PROFESSORA HAYDEE FONSECA FALCAO;Juazeiro;BA;2019;74;19;337;1;1;432;290;368;226
29024978;ESCOLA MUNICIPAL PROFESSORA LEOPOLDINA LEAL;Juazeiro;BA;2019;34;25;205;1;0;265;237;236;208
29024986;ESCOLA MUNICIPAL PROFESSORA MARIA FRANCA PIRES;Juazeiro;BA;2019;44;22;262;2;0;330;128;343;141
29024994;ESCOLA MUNICIPAL 15 DE JULHO;Juazeiro;BA;2019;32;21;313;1;0;367;278;333;244
29025001;EE - COLEGIO ESTADUAL ROTARY CLUBE;Juazeiro;BA;2019;22;10;224;1;0;257;324;413;480
29025010;ESCOLA MUNICIPAL SANTO ANTONIO;Juazeiro;BA;2019;81;9;687;2;0;779;371;411;3
29025028;EE - COLEGIO DA POLICIA MILITAR - CPM ALFREDO VIANNA;Juazeiro;BA;2019;152;77;683;0;0;912;472;443;3
29025036;ESCOLA MUNICIPAL PROFª DINORAH ALBERNAZ MELO DA SILVA;Juazeiro;BA;2019;86;32;391;2;2;513;334;387;208
29025052;EE - COLEGIO ESTADUAL HILDETE LOMANTO;Juazeiro;BA;2019;44;26;286;2;0;358;276;252;170
29025060;EE - COLEGIO ESTADUAL JUTAHY MAGALHAES;Juazeiro;BA;2019;23;9;632;1;0;665;540;588;463
29025079;EE - COLEGIO ESTADUAL PROFESSOR PEDRO RAIMUNDO RODRIGUES REGO;Juazeiro;BA;2019;12;20;515;1;0;548;314;313;79
29025087;EE - COLEGIO ESTADUAL HELENA CELESTINO MAGALHAES - TEMPO INTEGRAL;Juazeiro;BA;2019;2;3;113;0;1;119;137;115;133
29025117;EE - COLEGIO ESTADUAL DONA GUIOMAR BARRETO MEIRA;Juazeiro;BA;2019;10;4;517;0;7;538;567;532;561
29025168;ESCOLA MUNICIPAL JOCA DE SOUZA OLIVEIRA;Juazeiro;BA;2019;44;23;262;0;0;329;186;231;88
29025176;ESCOLA MUNICIPAL JUDITE LEAL COSTA;Juazeiro;BA;2019;42;10;205;2;0;259;135;152;28
29025184;ESCOLA MUNICIPAL LUDGERO DE SOUZA COSTA;Juazeiro;BA;2019;31;21;181;0;1;234;155;159;80
29025206;ESCOLA MUNICIPAL MANDACARU;Juazeiro;BA;2019;68;16;314;1;0;399;231;258;90
29025222;ESCOLA MUNICIPAL JOAO NEVES DE ALMEIDA;Juazeiro;BA;2019;4;7;37;0;0;48;35;30;17
29025230;ESCOLA MUNICIPAL MARIANO RODRIGUES DE SOUZA;Juazeiro;BA;2019;19;29;35;1;1;85;57;71;43
29025311;ESCOLA MUNICIPAL NOSSA SENHORA DAS GROTAS - SEDE;Juazeiro;BA;2019;21;12;130;0;0;163;106;126;69
29025338;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARIA SUELY MEDRADO ARAUJO;Juazeiro;BA;2019;2;3;10;0;0;15;71;93;149
29025346;ESCOLA MUNICIPAL CELSO CAVALCANTE DE CARVALHO;Juazeiro;BA;2019;35;8;230;0;6;279;281;312;314
29025362;ESCOLA MUNICIPAL PREFEITO APRIGIO DUARTE;Juazeiro;BA;2019;7;7;178;0;0;192;109;108;25
29025370;ESCOLA MUNICIPAL JOSE PADILHA DE SOUZA;Juazeiro;BA;2019;55;14;253;4;0;326;163;180;17
29025397;PROFESSORA TEREZINHA FERREIRA DE OLIVEIRA;Juazeiro;BA;2019;136;42;487;5;3;673;493;551;371
29025427;ESCOLA SEMPRE VIVA;Juazeiro;BA;2019;28;1;34;0;0;63;44;30;11
29025460;ESCOLA DO CISNE;Juazeiro;BA;2019;93;21;92;3;0;209;116;107;14
29025478;ESCOLA MUNICIPAL DOUTOR JOSE DE ARAUJO SOUZA;Juazeiro;BA;2019;31;26;349;0;0;406;185;222;1
29025524;ESCOLA DA FUNDACAO JUAZEIRENSE PROMOCIONAL DO MENOR - PROMENOR;Juazeiro;BA;2019;30;14;212;1;0;257;179;218;140
29025575;ESCOLA MUNICIPAL PROFESSORA HELENA ARAUJO PINHEIRO;Juazeiro;BA;2019;54;26;207;1;0;288;132;158;2
29025583;ESCOLA MUNICIPAL DE JATOBA;Juazeiro;BA;2019;28;23;57;1;0;109;83;103;77
29025613;INSTITUTO DE EDUCACAO AMARAL PINHEIRO;Juazeiro;BA;2019;30;5;37;0;0;72;36;45;9
29025664;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL DE ABOBORA;Juazeiro;BA;2019;0;0;0;0;0;0;0;0;0
29025672;ESCOLA MUNICIPAL MANOEL DE SOUZA BONFIM;Juazeiro;BA;2019;25;0;155;0;0;180;148;122;90
29025699;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL AMERICO TANURY - ABOBORA;Juazeiro;BA;2019;3;0;12;0;0;15;47;47;79
29025753;ESCOLA MUNICIPAL PROFESSORA GRACIOSA XAVIER RAMOS GOMES;Juazeiro;BA;2019;25;27;281;1;0;334;185;222;73
29025770;ESCOLA MUNICIPAL PROF MATILDE COSTA MEDRADO;Juazeiro;BA;2019;22;18;51;0;0;91;44;67;20
29025788;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL NOSSA SENHORA DAS GROTAS;Juazeiro;BA;2019;7;0;17;0;0;24;17;24;17
29025834;ESCOLA MUNICIPAL PEDRO DIAS;Juazeiro;BA;2019;3;2;50;0;0;55;39;31;15
29025842;ESC MUNICIPAL DE EDUCACAO INFANTIL AMELIA BORGES DE S MARTINS;Juazeiro;BA;2019;16;5;55;0;0;76;41;40;5
29025869;ESCOLA MUNICIPAL OSORIO TELES DE MENEZES;Juazeiro;BA;2019;8;1;53;0;0;62;45;48;31
29025907;ESCOLA MUNICIPAL BOM JESUS - NH I CURACA;Juazeiro;BA;2019;22;5;84;1;0;112;142;145;175
29025923;ESCOLA MUNICIPAL LINDAURA MARIA DE JESUS;Juazeiro;BA;2019;10;1;12;0;0;23;12;16;5
29025931;ESCOLA MUNICIPAL SAO SEBASTIAO;Juazeiro;BA;2019;0;2;30;0;0;32;21;29;18
29025958;ESCOLA MUNICIPAL NOSSA SENHORA RAINHA DOS ANJOS;Juazeiro;BA;2019;2;0;12;0;0;14;6;15;7
29025974;ESCOLA MUNICIPAL CORACAO DE JESUS - JUREMA VERMELHA;Juazeiro;BA;2019;5;4;67;0;0;76;50;55;29
29025982;ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS - ITAMOTINGA;Juazeiro;BA;2019;26;1;185;8;1;221;106;126;11
29026024;ESCOLA MUNICIPAL DOUTOR EDSON RIBEIRO;Juazeiro;BA;2019;10;24;45;0;0;79;62;73;56
29026105;ESCOLA MUNICIPAL NOSSA SENHORA DAS GROTAS - BOQUEIRAO;Juazeiro;BA;2019;7;5;31;2;4;49;41;26;18
29026113;ESCOLA MUNICIPAL ELISEU SANTOS;Juazeiro;BA;2019;15;4;68;0;0;87;121;126;160
29026130;ESCOLA MUNICIPAL 25 DE JULHO;Juazeiro;BA;2019;40;10;136;0;4;190;116;128;54
29026148;ESCOLA MUNICIPAL AMERICO TANURI - MANICOBA;Juazeiro;BA;2019;12;1;56;0;0;69;38;32;1
29026156;ESCOLA MUNICIPAL BOM JESUS - BARAUNA ITAMOTINGA;Juazeiro;BA;2019;3;1;50;0;0;54;19;37;2
29026164;ESCOLA MUNICIPAL CORACAO DE JESUS - SERRA DA MADEIRA;Juazeiro;BA;2019;3;1;52;0;0;56;26;30;0
29026199;ESCOLA MUNICIPAL EURIDICE RIBEIRO VIANA;Juazeiro;BA;2019;9;1;59;1;0;70;43;48;21
29026202;ESCOLA MUNICIPAL FAMILIA UNIDA;Juazeiro;BA;2019;3;2;43;0;0;48;19;29;0
29026261;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA JOANA RAMOS;Juazeiro;BA;2019;0;0;28;0;0;28;12;16;0
29026288;ESCOLA MUNICIPAL SANTA INES;Juazeiro;BA;2019;58;14;458;3;4;537;365;424;252
29026296;ESCOLA MUNICIPAL MANOEL LUIZ DA SILVA;Juazeiro;BA;2019;11;3;71;0;1;86;54;41;9
29026300;ESCOLA MUNICIPAL SANTA TEREZINHA - JAZIDA SETE;Juazeiro;BA;2019;8;3;84;0;0;95;54;62;21
29026350;ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS - MULUNGU;Juazeiro;BA;2019;0;0;6;0;0;6;13;17;24
29026377;ESCOLA MUNICIPAL SAO JOSE;Juazeiro;BA;2019;8;4;63;0;0;75;37;48;10
29026423;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL BOLIVAR SANTANA;Juazeiro;BA;2019;5;1;24;1;0;31;104;103;176
29026431;ESCOLA MUNICIPAL DE PONTAL;Juazeiro;BA;2019;5;1;147;1;0;154;105;97;48
29026440;ESCOLA MUNICIPAL MANOEL GOMES MARTINS;Juazeiro;BA;2019;2;0;32;1;1;36;34;42;40
29026466;GRUPO ESCOLAR TANQUE NOVO;Juazeiro;BA;2019;0;0;0;0;0;0;0;0;0
29026482;ESCOLA MUNICIPAL ANTONIO FRANCISCO DE OLIVEIRA;Juazeiro;BA;2019;10;20;103;1;0;134;106;122;94
29026520;ESCOLA MUNICIPAL VEREADOR AMADEUS DAMASIO;Juazeiro;BA;2019;5;3;38;0;0;46;43;48;45
29026601;ESCOLA MUNICIPAL AMERICO TANURI - JUNCO;Juazeiro;BA;2019;3;2;21;0;0;26;20;22;16
29026628;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL HERBET MOUZE RODRIGUES;Juazeiro;BA;2019;1;8;6;0;0;15;29;46;60
29026636;ESCOLA MUNICIPAL JOSE DE AMORIM;Juazeiro;BA;2019;24;12;103;1;0;140;181;244;285
29026644;ESCOLA MUNICIPAL LUCIA CARMEM SOBREIRA;Juazeiro;BA;2019;3;2;22;0;0;27;41;27;41
29026652;ESCOLA MUNICIPAL MARIA DO CARMO SA NOGUEIRA;Juazeiro;BA;2019;1;2;27;0;0;30;17;15;2
29026660;ESCOLA MUNICIPAL MARIA MONTEIRO BACELAR;Juazeiro;BA;2019;2;3;16;2;0;23;55;63;95
29026679;ESCOLA MUNICIPAL MIGUEL ANGELO DE SOUZA;Juazeiro;BA;2019;15;11;65;0;0;91;60;70;39
29026695;ESCOLA MUNICIPAL PROFESSORA BERNADETE BRAGA;Juazeiro;BA;2019;5;0;19;0;0;24;15;11;2
29026709;ESCOLA MUNICIPAL PROFESSORA EDUALDINA DAMASIO;Juazeiro;BA;2019;21;25;269;0;0;315;219;211;115
29026725;ESCOLA MUNICIPAL PROFESSORA OSCARLINA TANURI;Juazeiro;BA;2019;3;2;23;0;0;28;25;19;16
29026741;ESCOLA MUNICIPAL JOAO DIAS FERREIRA;Juazeiro;BA;2019;0;5;8;0;0;13;38;57;82
29026776;ESCOLA MUNICIPAL PROFESSORA MARIA AMELIA DE SOUZA OLIVEIRA;Juazeiro;BA;2019;5;2;40;0;0;47;35;31;19
29026784;ESCOLA RAIMUNDO MEDRADO DA SILVA;Juazeiro;BA;2019;0;0;0;0;0;0;0;0;0
29026792;EMEI PASSAGEM DO SARGENTO;Juazeiro;BA;2019;6;0;14;0;0;20;12;10;2
29026873;ESCOLA MUNICIPAL PROFESSORA ANTONILA DA FRANCA CARDOSO;Juazeiro;BA;2019;22;8;127;2;0;159;75;89;5
